FY,state,measure_name,avg_err,hospitals_reporting,total_rows,delta_prev
2025,LA,READM-30-HIP-KNEE-HRRP,1.0685,3,3,0.04279999999999995
2025,MA,READM-30-HIP-KNEE-HRRP,1.0986449999999999,20,20,0.002654090909090856
2025,MD,READM-30-HIP-KNEE-HRRP,1.2011333333333332,3,3,0.021458333333333135
2025,ME,READM-30-HIP-KNEE-HRRP,0.8794,1,1,-0.03964999999999996
2025,MI,READM-30-HIP-KNEE-HRRP,1.12284,5,5,0.012530000000000152
2025,MN,READM-30-HIP-KNEE-HRRP,0.9681142857142857,7,7,-0.07380571428571425
2025,MO,READM-30-HIP-KNEE-HRRP,1.1072125000000002,8,8,0.036350000000000104
2025,MS,READM-30-HIP-KNEE-HRRP,1.1096,3,3,0.07313999999999998
2025,NC,READM-30-HIP-KNEE-HRRP,1.0391714285714286,14,14,-0.034765413533834666
2025,ND,READM-30-HIP-KNEE-HRRP,0.7183,1,1,-0.1684
2025,NE,READM-30-HIP-KNEE-HRRP,0.7504,1,1,-0.2068500000000001
2025,NJ,READM-30-HIP-KNEE-HRRP,1.1002363636363635,11,11,0.01454350649350622
2025,NM,READM-30-HIP-KNEE-HRRP,1.1005500000000001,2,2,0.029750000000000165
2025,NV,READM-30-HIP-KNEE-HRRP,1.0895000000000001,2,2,0.06235000000000013
2025,NY,READM-30-HIP-KNEE-HRRP,0.9380000000000001,18,18,-0.03532857142857149
2025,OH,READM-30-HIP-KNEE-HRRP,0.9964999999999999,5,5,0.04902857142857131
2025,OK,READM-30-HIP-KNEE-HRRP,0.9329285714285714,7,7,-0.07035142857142851
2025,OR,READM-30-HIP-KNEE-HRRP,0.9503,1,1,-0.024499999999999966
2025,PA,READM-30-HIP-KNEE-HRRP,1.0289086956521738,23,23,0.004481422924901057
2025,RI,READM-30-HIP-KNEE-HRRP,0.9212,2,2,-0.06810000000000005
2025,SC,READM-30-HIP-KNEE-HRRP,1.1637000000000002,3,3,-0.0002749999999998032
2025,SD,READM-30-HIP-KNEE-HRRP,0.8935666666666666,3,3,-0.10840833333333344
2025,TN,READM-30-HIP-KNEE-HRRP,1.0354875000000001,8,8,0.09365416666666682
2025,TX,READM-30-HIP-KNEE-HRRP,0.9860476190476191,21,21,-0.04836190476190483
2025,UT,READM-30-HIP-KNEE-HRRP,1.24485,2,2,0.1322000000000001
2025,VA,READM-30-HIP-KNEE-HRRP,1.0066285714285714,7,7,0.03823690476190478
2025,WA,READM-30-HIP-KNEE-HRRP,1.191,1,1,0.17765000000000009
2025,WI,READM-30-HIP-KNEE-HRRP,0.9091999999999999,3,3,-0.03165000000000007
2025,WV,READM-30-HIP-KNEE-HRRP,1.0174,1,1,-0.20919999999999983
2025,AK,READM-30-PN-HRRP,0.9962166666666668,6,6,-0.0004633333333331491
2025,AL,READM-30-PN-HRRP,1.019095652173913,46,46,0.012116582406471066
2025,AR,READM-30-PN-HRRP,1.0245424242424241,33,33,-0.004589833822091993
2025,AZ,READM-30-PN-HRRP,0.9953586956521739,46,46,-0.0001365424430641582
2025,CA,READM-30-PN-HRRP,1.0285674641148326,209,209,0.0009136179609863238
2025,CO,READM-30-PN-HRRP,0.9742249999999999,28,28,0.005058333333333165
2025,CT,READM-30-PN-HRRP,1.0171041666666667,24,24,0.006095833333333411
2025,DC,READM-30-PN-HRRP,1.0047833333333334,6,6,-0.009649999999999936
2025,DE,READM-30-PN-HRRP,0.9833400000000001,5,5,0.013690000000000091
2025,FL,READM-30-PN-HRRP,1.0104180645161291,155,155,0.0026836274300363616
2025,GA,READM-30-PN-HRRP,1.0045657142857143,70,70,-0.002487226890756311
2025,HI,READM-30-PN-HRRP,0.9951375,8,8,-0.0050874999999999115
2025,IA,READM-30-PN-HRRP,0.953832,25,25,-0.005252000000000034
2025,ID,READM-30-PN-HRRP,0.92968,10,10,0.0017085714285713927
